refDate,geo,valNormP_coreRev_All,valNormP_govtRev_All,valNormP_coreRev_Sports,valNormP_coreRev_Education,valNormP_govtRev_Education,valNormP_coreRev_Health,valNormP_govtRev_Health,valNormP_coreRev_SocServ,valNormP_govtRev_SocServ,valNormP_coreRev_Environment,valNormP_coreRev_DevtHousing,valNormP_coreRev_Advocacy,valNormP_coreRev_Fdns,valNormP_coreRev_International,valNormP_coreRev_Religion,valNormP_coreRev_ProfAssoc,valNormP_coreRev_Other,valNorm_coreRev_All,valNorm_govtRev_All,valNorm_coreRev_Sports,valNorm_coreRev_Education,valNorm_govtRev_Education,valNorm_coreRev_Health,valNorm_govtRev_Health,valNorm_coreRev_SocServ,valNorm_govtRev_SocServ,valNorm_coreRev_Environment,valNorm_coreRev_DevtHousing,valNorm_coreRev_Advocacy,valNorm_coreRev_Fdns,valNorm_coreRev_International,valNorm_coreRev_Religion,valNorm_coreRev_ProfAssoc,valNorm_coreRev_Other,label_coreRev_All,label_govtRev_All,label_coreRev_Sports,label_coreRev_Education,label_govtRev_Education,label_coreRev_Health,label_govtRev_Health,label_coreRev_SocServ,label_govtRev_SocServ,label_coreRev_Environment,label_coreRev_DevtHousing,label_coreRev_Advocacy,label_coreRev_Fdns,label_coreRev_International,label_coreRev_Religion,label_coreRev_ProfAssoc,label_coreRev_Other
2015-01-01,NS,1.3609022556390977,1.3038150932887775,1.3319502074688796,1.146551724137931,1.1853766617429837,1.5213270142180095,1.3745583038869258,1.5789473684210527,1.377431906614786,1.263157894736842,1.3958333333333333,1.2105263157894737,1.1311475409836065,1.3333333333333333,1.0987654320987654,1.2249322493224932,1.6647727272727273,2353000000,4682000000,321000000,133000000,1605000000,321000000,2723000000,390000000,354000000,24000000,134000000,23000000,69000000,16000000,178000000,452000000,293000000,$2.4B,$4.7B,$321.0M,$133.0M,$1.6B,$321.0M,$2.7B,$390.0M,$354.0M,$24.0M,$134.0M,$23.0M,$69.0M,$16.0M,$178.0M,$452.0M,$293.0M
2015-01-01,NB,1.3619683069224353,1.3108530594015186,1.3289473684210527,1.5,1.1394557823129252,1.1206896551724137,1.3723477070499657,1.4710743801652892,1.380952380952381,1.4444444444444444,1.5052631578947369,1.263157894736842,1.1818181818181819,1.3333333333333333,1.0872093023255813,1.3621399176954732,1.6219512195121952,1633000000,2935000000,303000000,63000000,670000000,65000000,2005000000,178000000,261000000,26000000,143000000,24000000,39000000,8000000,187000000,331000000,266000000,$1.6B,$2.9B,$303.0M,$63.0M,$670.0M,$65.0M,$2.0B,$178.0M,$261.0M,$26.0M,$143.0M,$24.0M,$39.0M,$8.0M,$187.0M,$331.0M,$266.0M
2015-01-01,QC,1.338926612692609,1.3131313131313131,1.2694252873563219,1.2856382978723404,1.1642073913632056,1.3094462540716612,1.3747152619589977,1.4163677861102053,1.37506088650755,1.2824858757062148,1.3598691384950927,1.1584699453551912,1.3112449799196788,1.31,1.1083690987124464,1.367145135566188,1.4354755784061697,20507000000,33150000000,2761000000,2417000000,8600000000,402000000,21726000000,4344000000,2823000000,227000000,1247000000,212000000,653000000,131000000,1033000000,4286000000,2792000000,$20.5B,$33.1B,$2.8B,$2.4B,$8.6B,$402.0M,$21.7B,$4.3B,$2.8B,$227.0M,$1.2B,$212.0M,$653.0M,$131.0M,$1.0B,$4.3B,$2.8B
2015-01-01,ON,1.2878415605688334,1.3814463915206359,1.3954067515218593,1.2984036021285306,1.3786391887471376,1.1745009658725047,1.3826939506122615,1.375,1.3829054477144647,1.334384858044164,1.4167175106772423,1.2079510703363914,1.0010799136069115,1.2023121387283238,1.0696600923206043,1.1526625172890732,1.5151155898043864,34594000000,55262000000,5043000000,3172000000,16858000000,1824000000,33988000000,5951000000,4417000000,423000000,2322000000,395000000,927000000,208000000,2549000000,6667000000,5112000000,$34.6B,$55.3B,$5.0B,$3.2B,$16.9B,$1.8B,$34.0B,$6.0B,$4.4B,$423.0M,$2.3B,$395.0M,$927.0M,$208.0M,$2.5B,$6.7B,$5.1B
2015-01-01,MB,1.4973595775324051,1.362749651648862,1.4277620396600565,1.402116402116402,1.2344290657439447,1.5217391304347827,1.4096126255380201,1.6624365482233503,1.408839779005525,1.3333333333333333,1.4452554744525548,1.2592592592592593,1.48,1.4615384615384615,1.3668341708542713,1.515406162464986,1.5617977528089888,3119000000,5868000000,504000000,265000000,1427000000,105000000,3930000000,655000000,510000000,36000000,198000000,34000000,74000000,19000000,272000000,541000000,417000000,$3.1B,$5.9B,$504.0M,$265.0M,$1.4B,$105.0M,$3.9B,$655.0M,$510.0M,$36.0M,$198.0M,$34.0M,$74.0M,$19.0M,$272.0M,$541.0M,$417.0M
2015-01-01,SK,1.5435709932967703,1.3660287081339713,1.2846153846153847,1.4111111111111112,1.2477477477477477,1.8833333333333333,1.4214285714285715,1.6766666666666667,1.4220183486238531,1.2857142857142858,1.3513513513513513,1.1818181818181819,1.7209302325581395,1.6,1.5223880597014925,1.6490066225165563,1.6318181818181818,2533000000,5710000000,334000000,127000000,1662000000,113000000,3582000000,503000000,465000000,27000000,150000000,26000000,74000000,16000000,306000000,498000000,359000000,$2.5B,$5.7B,$334.0M,$127.0M,$1.7B,$113.0M,$3.6B,$503.0M,$465.0M,$27.0M,$150.0M,$26.0M,$74.0M,$16.0M,$306.0M,$498.0M,$359.0M
2015-01-01,AB,1.4525159461374912,1.3402026797252262,1.527536231884058,1.2815789473684212,1.2373320763610653,1.3507109004739337,1.382047958522359,1.342832469775475,1.382695507487521,1.5728155339805825,1.681132075471698,1.4339622641509433,1.283828382838284,1.2962962962962963,1.1737142857142857,1.4432661717921527,1.7811080835603996,12297000000,19705000000,2108000000,974000000,5250000000,285000000,12795000000,1555000000,1662000000,162000000,891000000,152000000,389000000,70000000,1027000000,2722000000,1961000000,$12.3B,$19.7B,$2.1B,$974.0M,$5.2B,$285.0M,$12.8B,$1.6B,$1.7B,$162.0M,$891.0M,$152.0M,$389.0M,$70.0M,$1.0B,$2.7B,$2.0B
2015-01-01,BC,1.393673491496046,1.3893120239730303,1.2715542521994134,1.3851162790697675,1.2774906015037595,1.2208835341365463,1.429820347775963,1.4532062391681109,1.430473372781065,1.5,1.592760180995475,1.3636363636363635,1.2677165354330708,1.2222222222222223,1.0779376498800959,1.4526610644257703,1.5996663886572144,12865000000,22254000000,2168000000,1489000000,5437000000,304000000,14883000000,1677000000,1934000000,192000000,1056000000,180000000,322000000,66000000,899000000,2593000000,1918000000,$12.9B,$22.3B,$2.2B,$1.5B,$5.4B,$304.0M,$14.9B,$1.7B,$1.9B,$192.0M,$1.1B,$180.0M,$322.0M,$66.0M,$899.0M,$2.6B,$1.9B
2015-01-01,YT,1.4939759036144578,1.351063829787234,1.2307692307692308,2,1.25,NA,1.380952380952381,1.5238095238095237,1.375,1,1.25,1,1.25,1,2,1.3043478260869565,2.2222222222222223,124000000,127000000,16000000,4000000,30000000,NA,87000000,32000000,11000000,1000000,5000000,1000000,5000000,1000000,8000000,30000000,20000000,$124.0M,$127.0M,$16.0M,$4.0M,$30.0M,NA,$87.0M,$32.0M,$11.0M,$1.0M,$5.0M,$1.0M,$5.0M,$1.0M,$8.0M,$30.0M,$20.0M
2015-01-01,NT,1.3815028901734103,1.3671875,1.3870967741935485,1.3333333333333333,1.048780487804878,1.3333333333333333,1.4263157894736842,1.0434782608695652,1.4,1.3333333333333333,1.4666666666666666,1.3333333333333333,1.25,1,1.4,1.36,1.8,239000000,350000000,43000000,8000000,43000000,4000000,271000000,24000000,35000000,4000000,22000000,4000000,10000000,1000000,7000000,68000000,45000000,$239.0M,$350.0M,$43.0M,$8.0M,$43.0M,$4.0M,$271.0M,$24.0M,$35.0M,$4.0M,$22.0M,$4.0M,$10.0M,$1.0M,$7.0M,$68.0M,$45.0M
2015-01-01,NU,1.4324324324324325,1.2571428571428571,1.3333333333333333,1.5,1.2285714285714286,1,1,1.75,NA,2,1.375,1,1.4,1,1.5,1.5517241379310345,1.2647058823529411,159000000,44000000,20000000,3000000,43000000,1000000,1000000,21000000,NA,2000000,11000000,2000000,7000000,1000000,3000000,45000000,43000000,$159.0M,$44.0M,$20.0M,$3.0M,$43.0M,$1.0M,$1.0M,$21.0M,NA,$2.0M,$11.0M,$2.0M,$7.0M,$1.0M,$3.0M,$45.0M,$43.0M
2016-01-01,CA,1.420528629163102,1.3937526916687908,1.2985074626865671,1.3606261288380495,1.3162219499805778,1.2971491228070176,1.426056982061203,1.5435479439509112,1.4260502381983542,1.8423586040914561,1.5087392216266604,1.2987164527421238,1.148532731376975,1.3177570093457944,1.150460593654043,1.3209676281825236,1.8424641701340732,96309000000,158577000000,13224000000,9040000000,44050000000,3549000000,101357000000,16854000000,13171000000,1531000000,6474000000,1113000000,2544000000,564000000,6744000000,18730000000,15941000000,$96.3B,$158.6B,$13.2B,$9.0B,$44.0B,$3.5B,$101.4B,$16.9B,$13.2B,$1.5B,$6.5B,$1.1B,$2.5B,$564.0M,$6.7B,$18.7B,$15.9B
2016-01-01,NL,1.6103896103896105,1.511914217633042,1.4148148148148147,1.5172413793103448,1.0589101620029455,1.1666666666666667,1.679778733866011,1.8208955223880596,1.679245283018868,1.9166666666666667,1.6229508196721312,1.4166666666666667,1.4166666666666667,1.6666666666666667,1.7014925373134329,1.5833333333333333,1.8431372549019607,1116000000,3807000000,191000000,44000000,719000000,14000000,2733000000,122000000,356000000,23000000,99000000,17000000,34000000,5000000,114000000,266000000,188000000,$1.1B,$3.8B,$191.0M,$44.0M,$719.0M,$14.0M,$2.7B,$122.0M,$356.0M,$23.0M,$99.0M,$17.0M,$34.0M,$5.0M,$114.0M,$266.0M,$188.0M
2016-01-01,PE,1.3415841584158417,1.6814310051107326,1.088235294117647,0.8,1.3333333333333333,1.5,1.7913486005089059,1.7857142857142858,1.803921568627451,1.3333333333333333,1.2666666666666666,1,1.4285714285714286,2,0.96,1.3829787234042554,1.8,271000000,987000000,37000000,8000000,192000000,3000000,704000000,50000000,92000000,4000000,19000000,3000000,10000000,2000000,24000000,65000000,45000000,$271.0M,$987.0M,$37.0M,$8.0M,$192.0M,$3.0M,$704.0M,$50.0M,$92.0M,$4.0M,$19.0M,$3.0M,$10.0M,$2.0M,$24.0M,$65.0M,$45.0M
2016-01-01,NS,1.4973973395026026,1.0760233918128654,1.5352697095435686,1.3103448275862069,1.1794682422451994,1.4170616113744077,1.0131246845027764,1.708502024291498,1.0116731517509727,2.0526315789473686,1.6979166666666667,1.4736842105263157,1.0491803278688525,1.3333333333333333,1.037037037037037,1.2737127371273713,2.2670454545454546,2589000000,3864000000,370000000,152000000,1597000000,299000000,2007000000,422000000,260000000,39000000,163000000,28000000,64000000,16000000,168000000,470000000,399000000,$2.6B,$3.9B,$370.0M,$152.0M,$1.6B,$299.0M,$2.0B,$422.0M,$260.0M,$39.0M,$163.0M,$28.0M,$64.0M,$16.0M,$168.0M,$470.0M,$399.0M
2016-01-01,NB,1.4470391993327774,1.2983474765520322,1.2675438596491229,1.619047619047619,1.1734693877551021,0.9310344827586207,1.3429158110882957,1.9090909090909092,1.3492063492063493,1.8888888888888888,1.5368421052631578,1.3157894736842106,1.2424242424242424,1.3333333333333333,1.0116279069767442,1.4320987654320987,1.9329268292682926,1735000000,2907000000,289000000,68000000,690000000,54000000,1962000000,231000000,255000000,34000000,146000000,25000000,41000000,8000000,174000000,348000000,317000000,$1.7B,$2.9B,$289.0M,$68.0M,$690.0M,$54.0M,$2.0B,$231.0M,$255.0M,$34.0M,$146.0M,$25.0M,$41.0M,$8.0M,$174.0M,$348.0M,$317.0M
2016-01-01,QC,1.418255419169496,1.4630619924737571,1.2804597701149425,1.3702127659574468,1.1987274942466495,1.3811074918566775,1.572450012655024,1.4417998043690903,1.5728202630297126,1.8022598870056497,1.4732824427480915,1.2677595628415301,1.3032128514056225,1.34,1.1201716738197425,1.4181818181818182,1.7167095115681235,21722000000,36935000000,2785000000,2576000000,8855000000,424000000,24851000000,4422000000,3229000000,319000000,1351000000,232000000,649000000,134000000,1044000000,4446000000,3339000000,$21.7B,$36.9B,$2.8B,$2.6B,$8.9B,$424.0M,$24.9B,$4.4B,$3.2B,$319.0M,$1.4B,$232.0M,$649.0M,$134.0M,$1.0B,$4.4B,$3.3B
2016-01-01,ON,1.3494527585436675,1.3232007599430042,1.2570558937465413,1.2795742939009416,1.4680242067386327,1.2330972311654862,1.2594280135063667,1.521025878003697,1.2595491546649968,1.750788643533123,1.4301403294691886,1.2324159021406729,1.029157667386609,1.2601156069364161,1.1107847251363827,1.1964038727524204,1.7904564315352698,36249000000,52932000000,4543000000,3126000000,17951000000,1915000000,30958000000,6583000000,4023000000,555000000,2344000000,403000000,953000000,218000000,2647000000,6920000000,6041000000,$36.2B,$52.9B,$4.5B,$3.1B,$18.0B,$1.9B,$31.0B,$6.6B,$4.0B,$555.0M,$2.3B,$403.0M,$953.0M,$218.0M,$2.6B,$6.9B,$6.0B
2016-01-01,MB,1.5674507921267402,1.2036692986530422,1.2974504249291785,1.439153439153439,1.3001730103806228,1.8840579710144927,1.1682209469153515,1.8629441624365481,1.1685082872928176,1.7407407407407407,1.437956204379562,1.2592592592592593,1.44,1.6153846153846154,1.3969849246231156,1.5182072829131652,1.8052434456928839,3265000000,5183000000,458000000,272000000,1503000000,130000000,3257000000,734000000,423000000,47000000,197000000,34000000,72000000,21000000,278000000,542000000,482000000,$3.3B,$5.2B,$458.0M,$272.0M,$1.5B,$130.0M,$3.3B,$734.0M,$423.0M,$47.0M,$197.0M,$34.0M,$72.0M,$21.0M,$278.0M,$542.0M,$482.0M
2016-01-01,SK,1.5655088360755636,1.307177033492823,1.226923076923077,1.4777777777777779,1.1636636636636637,1.85,1.3746031746031746,1.7666666666666666,1.379204892966361,1.6666666666666667,1.3333333333333333,1.1363636363636365,1.6046511627906976,1.7,1.492537313432836,1.576158940397351,1.8454545454545455,2569000000,5464000000,319000000,133000000,1550000000,111000000,3464000000,530000000,451000000,35000000,148000000,25000000,69000000,17000000,300000000,476000000,406000000,$2.6B,$5.5B,$319.0M,$133.0M,$1.6B,$111.0M,$3.5B,$530.0M,$451.0M,$35.0M,$148.0M,$25.0M,$69.0M,$17.0M,$300.0M,$476.0M,$406.0M
2016-01-01,AB,1.4188518781006378,1.5109161395633544,1.4152173913043478,1.2868421052631578,1.2363893471600282,1.2701421800947867,1.6220565996975589,1.5474956822107082,1.6231281198003327,1.9320388349514563,1.588679245283019,1.3679245283018868,1.0627062706270627,1.2592592592592593,1.1382857142857143,1.2725344644750796,1.8601271571298819,12012000000,22215000000,1953000000,978000000,5246000000,268000000,15017000000,1792000000,1951000000,199000000,842000000,145000000,322000000,68000000,996000000,2400000000,2048000000,$12.0B,$22.2B,$2.0B,$978.0M,$5.2B,$268.0M,$15.0B,$1.8B,$2.0B,$199.0M,$842.0M,$145.0M,$322.0M,$68.0M,$996.0M,$2.4B,$2.0B
2016-01-01,BC,1.5407864803379916,1.4795230365838432,1.2914956011730205,1.5516279069767442,1.3228383458646618,1.3092369477911647,1.5362666922855222,1.6351819757365684,1.53698224852071,2.078125,1.698340874811463,1.4696969696969697,1.2125984251968505,1.3518518518518519,1.1774580335731415,1.4829131652661065,2.122602168473728,14223000000,23699000000,2202000000,1668000000,5630000000,326000000,15991000000,1887000000,2078000000,266000000,1126000000,194000000,308000000,73000000,982000000,2647000000,2545000000,$14.2B,$23.7B,$2.2B,$1.7B,$5.6B,$326.0M,$16.0B,$1.9B,$2.1B,$266.0M,$1.1B,$194.0M,$308.0M,$73.0M,$982.0M,$2.6B,$2.5B
2016-01-01,YT,1.5662650602409638,1.4148936170212767,1.3076923076923077,2,1.25,NA,1.4603174603174602,1.5714285714285714,1.5,1,1.5,1,1.5,1,2,1.391304347826087,2.3333333333333335,130000000,133000000,17000000,4000000,30000000,NA,92000000,33000000,12000000,1000000,6000000,1000000,6000000,1000000,8000000,32000000,21000000,$130.0M,$133.0M,$17.0M,$4.0M,$30.0M,NA,$92.0M,$33.0M,$12.0M,$1.0M,$6.0M,$1.0M,$6.0M,$1.0M,$8.0M,$32.0M,$21.0M
2016-01-01,NT,1.4277456647398843,1.59765625,1.2903225806451613,1.3333333333333333,1.1219512195121952,1.3333333333333333,1.6894736842105262,1.0434782608695652,1.64,1.6666666666666667,1.5333333333333334,1.3333333333333333,1.25,1,1.4,1.4,2.08,247000000,409000000,40000000,8000000,46000000,4000000,321000000,24000000,41000000,5000000,23000000,4000000,10000000,1000000,7000000,70000000,52000000,$247.0M,$409.0M,$40.0M,$8.0M,$46.0M,$4.0M,$321.0M,$24.0M,$41.0M,$5.0M,$23.0M,$4.0M,$10.0M,$1.0M,$7.0M,$70.0M,$52.0M
2016-01-01,NU,1.5405405405405406,1.2,1.2666666666666666,2,1.1714285714285715,1,1,2,NA,3,1.375,1,1.6,1,1.5,1.6551724137931034,1.4411764705882353,171000000,42000000,19000000,4000000,41000000,1000000,1000000,24000000,NA,3000000,11000000,2000000,8000000,1000000,3000000,48000000,49000000,$171.0M,$42.0M,$19.0M,$4.0M,$41.0M,$1.0M,$1.0M,$24.0M,NA,$3.0M,$11.0M,$2.0M,$8.0M,$1.0M,$3.0M,$48.0M,$49.0M
2017-01-01,CA,1.5127437387533555,1.4457403517406857,1.3379811468970935,1.583534015653221,1.3784324857322139,1.3793859649122806,1.4737812170242701,1.6924626797325761,1.4736899090515374,1.1070998796630565,1.5863435096714054,1.3570595099183198,1.2261851015801355,1.4345794392523366,1.2659501876492665,1.4027787573171593,1.9220989366620436,102561000000,164492000000,13626000000,10521000000,46132000000,3774000000,104749000000,18480000000,13611000000,920000000,6807000000,1163000000,2716000000,614000000,7421000000,19890000000,16630000000,$102.6B,$164.5B,$13.6B,$10.5B,$46.1B,$3.8B,$104.7B,$18.5B,$13.6B,$920.0M,$6.8B,$1.2B,$2.7B,$614.0M,$7.4B,$19.9B,$16.6B
2017-01-01,NL,1.6926406926406927,1.3780778395552025,1.4592592592592593,1.6896551724137931,1.0957290132547866,1.0833333333333333,1.4824830977258758,2.2238805970149254,1.4764150943396226,1.1666666666666667,1.721311475409836,1.5,1.4583333333333333,1.6666666666666667,1.7462686567164178,1.6488095238095237,1.9019607843137254,1173000000,3470000000,197000000,49000000,744000000,13000000,2412000000,149000000,313000000,14000000,105000000,18000000,35000000,5000000,117000000,277000000,194000000,$1.2B,$3.5B,$197.0M,$49.0M,$744.0M,$13.0M,$2.4B,$149.0M,$313.0M,$14.0M,$105.0M,$18.0M,$35.0M,$5.0M,$117.0M,$277.0M,$194.0M
2017-01-01,PE,1.4257425742574257,1.5604770017035776,1.1176470588235294,0.9,1.3888888888888888,1.5,1.61323155216285,1.9642857142857142,1.607843137254902,1,1.3333333333333333,1,1.5714285714285714,2,1.04,1.4893617021276595,1.92,288000000,916000000,38000000,9000000,200000000,3000000,634000000,55000000,82000000,3000000,20000000,3000000,11000000,2000000,26000000,70000000,48000000,$288.0M,$916.0M,$38.0M,$9.0M,$200.0M,$3.0M,$634.0M,$55.0M,$82.0M,$3.0M,$20.0M,$3.0M,$11.0M,$2.0M,$26.0M,$70.0M,$48.0M
2017-01-01,NS,1.570271833429728,1.3709273182957393,1.5228215767634854,1.4224137931034482,1.2274741506646971,1.4312796208530805,1.4568399798081777,1.8987854251012146,1.4591439688715953,1.2105263157894737,1.7916666666666667,1.5263157894736843,1.1475409836065573,1.4166666666666667,1.1728395061728396,1.3739837398373984,2.289772727272727,2715000000,4923000000,367000000,165000000,1662000000,302000000,2886000000,469000000,375000000,23000000,172000000,29000000,70000000,17000000,190000000,507000000,403000000,$2.7B,$4.9B,$367.0M,$165.0M,$1.7B,$302.0M,$2.9B,$469.0M,$375.0M,$23.0M,$172.0M,$29.0M,$70.0M,$17.0M,$190.0M,$507.0M,$403.0M
2017-01-01,NB,1.5229357798165137,1.3948191156766414,1.3245614035087718,1.880952380952381,1.2329931972789117,0.9310344827586207,1.4531143052703628,2.049586776859504,1.4603174603174602,1.1666666666666667,1.6105263157894736,1.368421052631579,1.303030303030303,1.5,1.0930232558139534,1.51440329218107,2.042682926829268,1826000000,3123000000,302000000,79000000,725000000,54000000,2123000000,248000000,276000000,21000000,153000000,26000000,43000000,9000000,188000000,368000000,335000000,$1.8B,$3.1B,$302.0M,$79.0M,$725.0M,$54.0M,$2.1B,$248.0M,$276.0M,$21.0M,$153.0M,$26.0M,$43.0M,$9.0M,$188.0M,$368.0M,$335.0M
2017-01-01,QC,1.510381300600679,1.3990097048920578,1.3282758620689654,1.5148936170212766,1.2374441586571003,1.4332247557003257,1.4658947101999493,1.5448320834691882,1.4661471018022407,1.0903954802259888,1.5605234460196293,1.3333333333333333,1.4236947791164658,1.45,1.1888412017167382,1.5355661881977671,1.8375321336760926,23133000000,35318000000,2889000000,2848000000,9141000000,440000000,23167000000,4738000000,3010000000,193000000,1431000000,244000000,709000000,145000000,1108000000,4814000000,3574000000,$23.1B,$35.3B,$2.9B,$2.8B,$9.1B,$440.0M,$23.2B,$4.7B,$3.0B,$193.0M,$1.4B,$244.0M,$709.0M,$145.0M,$1.1B,$4.8B,$3.6B
2017-01-01,ON,1.4645223736132826,1.4878634102442316,1.288323187603763,1.6700777732296357,1.5405626431141641,1.3715389568576948,1.4646271510516253,1.703558225508318,1.4649342517219788,1.0441640378548895,1.4935936546674802,1.2782874617737003,1.1079913606911447,1.416184971098266,1.2568191355434326,1.2728215767634854,1.8601066982809722,39340000000,59519000000,4656000000,4080000000,18838000000,2130000000,36002000000,7373000000,4679000000,331000000,2448000000,418000000,1026000000,245000000,2995000000,7362000000,6276000000,$39.3B,$59.5B,$4.7B,$4.1B,$18.8B,$2.1B,$36.0B,$7.4B,$4.7B,$331.0M,$2.4B,$418.0M,$1.0B,$245.0M,$3.0B,$7.4B,$6.3B
2017-01-01,MB,1.6240998559769564,1.4377612633534602,1.2634560906515582,1.5343915343915344,1.3079584775086506,1.9130434782608696,1.4852941176470589,2.0964467005076144,1.4861878453038675,1,1.4452554744525548,1.2592592592592593,1.5,1.6923076923076923,1.4572864321608041,1.5518207282913166,1.8352059925093633,3383000000,6191000000,446000000,290000000,1512000000,132000000,4141000000,826000000,538000000,27000000,198000000,34000000,75000000,22000000,290000000,554000000,490000000,$3.4B,$6.2B,$446.0M,$290.0M,$1.5B,$132.0M,$4.1B,$826.0M,$538.0M,$27.0M,$198.0M,$34.0M,$75.0M,$22.0M,$290.0M,$554.0M,$490.0M
2017-01-01,SK,1.624009750152346,1.4212918660287082,1.2346153846153847,1.5444444444444445,1.2394894894894894,1.8333333333333333,1.5063492063492063,1.9866666666666666,1.507645259938838,0.9523809523809523,1.3693693693693694,1.1818181818181819,1.627906976744186,1.7,1.6019900497512438,1.6059602649006623,1.85,2665000000,5941000000,321000000,139000000,1651000000,110000000,3796000000,596000000,493000000,20000000,152000000,26000000,70000000,17000000,322000000,485000000,407000000,$2.7B,$5.9B,$321.0M,$139.0M,$1.7B,$110.0M,$3.8B,$596.0M,$493.0M,$20.0M,$152.0M,$26.0M,$70.0M,$17.0M,$322.0M,$485.0M,$407.0M
2017-01-01,AB,1.4722419088117173,1.404883357137999,1.4731884057971014,1.3986842105263158,1.2877680886165448,1.2938388625592416,1.452257507020955,1.6640759930915372,1.4534109816971714,1.1359223300970873,1.6339622641509435,1.3962264150943395,1.0891089108910892,1.3333333333333333,1.241142857142857,1.3069989395546129,1.891008174386921,12464000000,20656000000,2033000000,1063000000,5464000000,273000000,13445000000,1927000000,1747000000,117000000,866000000,148000000,330000000,72000000,1086000000,2465000000,2082000000,$12.5B,$20.7B,$2.0B,$1.1B,$5.5B,$273.0M,$13.4B,$1.9B,$1.7B,$117.0M,$866.0M,$148.0M,$330.0M,$72.0M,$1.1B,$2.5B,$2.1B
2017-01-01,BC,1.6249593760155996,1.4908228243226371,1.3519061583577712,1.6576744186046513,1.4266917293233083,1.2530120481927711,1.5140743587280239,1.74263431542461,1.514792899408284,1.2890625,1.847662141779789,1.5833333333333333,1.2677165354330708,1.4074074074074074,1.2937649880095923,1.5837535014005601,2.2402001668056712,15000000000,23880000000,2305000000,1782000000,6072000000,312000000,15760000000,2011000000,2048000000,165000000,1225000000,209000000,322000000,76000000,1079000000,2827000000,2686000000,$15.0B,$23.9B,$2.3B,$1.8B,$6.1B,$312.0M,$15.8B,$2.0B,$2.0B,$165.0M,$1.2B,$209.0M,$322.0M,$76.0M,$1.1B,$2.8B,$2.7B
2017-01-01,YT,1.6506024096385543,1.446808510638298,1.3076923076923077,2.5,1.2916666666666667,NA,1.4761904761904763,1.7142857142857142,1.5,1,1.5,1,1.5,1,2.25,1.5217391304347827,2.2222222222222223,137000000,136000000,17000000,5000000,31000000,NA,93000000,36000000,12000000,1000000,6000000,1000000,6000000,1000000,9000000,35000000,20000000,$137.0M,$136.0M,$17.0M,$5.0M,$31.0M,NA,$93.0M,$36.0M,$12.0M,$1.0M,$6.0M,$1.0M,$6.0M,$1.0M,$9.0M,$35.0M,$20.0M
2017-01-01,NT,1.4104046242774566,1.45703125,1.1612903225806452,1.3333333333333333,1.146341463414634,1.3333333333333333,1.5157894736842106,1.1304347826086956,1.52,1,1.4,1.3333333333333333,1.375,1,1.6,1.46,2,244000000,373000000,36000000,8000000,47000000,4000000,288000000,26000000,38000000,3000000,21000000,4000000,11000000,1000000,8000000,73000000,50000000,$244.0M,$373.0M,$36.0M,$8.0M,$47.0M,$4.0M,$288.0M,$26.0M,$38.0M,$3.0M,$21.0M,$4.0M,$11.0M,$1.0M,$8.0M,$73.0M,$50.0M
2017-01-01,NU,1.6396396396396395,1.3142857142857143,1.2666666666666666,1.5,1.2857142857142858,1,1,2.0833333333333335,NA,2,1.5,1,1.8,1,1.5,1.8275862068965518,1.5294117647058822,182000000,46000000,19000000,3000000,45000000,1000000,1000000,25000000,NA,2000000,12000000,2000000,9000000,1000000,3000000,53000000,52000000,$182.0M,$46.0M,$19.0M,$3.0M,$45.0M,$1.0M,$1.0M,$25.0M,NA,$2.0M,$12.0M,$2.0M,$9.0M,$1.0M,$3.0M,$53.0M,$52.0M
2018-01-01,CA,1.6287501106227322,1.5197096073898944,1.4393165750196386,1.6408789885611077,1.4644276451429767,1.4875730994152048,1.5427224762574745,1.895686418170162,1.542767431788653,1.1985559566787003,1.6912141691913307,1.5379229871645275,1.3051918735891648,1.544392523364486,1.3447628795632889,1.4933352140489455,2.070966250577901,110426000000,172908000000,14658000000,10902000000,49010000000,4070000000,109649000000,20699000000,14249000000,996000000,7257000000,1318000000,2891000000,661000000,7883000000,21174000000,17918000000,$110.4B,$172.9B,$14.7B,$10.9B,$49.0B,$4.1B,$109.6B,$20.7B,$14.2B,$996.0M,$7.3B,$1.3B,$2.9B,$661.0M,$7.9B,$21.2B,$17.9B
2018-01-01,NL,1.7835497835497836,1.4169976171564733,1.5407407407407407,1.8620689655172413,1.1310751104565537,1.1666666666666667,1.5230485556238476,2.388059701492537,1.5188679245283019,1.25,1.8032786885245902,1.6666666666666667,1.5,2,1.7462686567164178,1.7083333333333333,2.049019607843137,1236000000,3568000000,208000000,54000000,768000000,14000000,2478000000,160000000,322000000,15000000,110000000,20000000,36000000,6000000,117000000,287000000,209000000,$1.2B,$3.6B,$208.0M,$54.0M,$768.0M,$14.0M,$2.5B,$160.0M,$322.0M,$15.0M,$110.0M,$20.0M,$36.0M,$6.0M,$117.0M,$287.0M,$209.0M
